year;ric;effect
2002;TBACQ.PK;negative
2003;TBACQ.PK;negative
2004;TBACQ.PK;negative
2003;RNVA.PK;negative
2017;RNVA.PK;negative
2006;AQQSQ.PK;negative
2007;AQQSQ.PK;negative
2010;AQQSQ.PK;negative
1994;RIVT.PK;negative
1995;RIVT.PK;negative
1996;RIVT.PK;negative
1997;RIVT.PK;negative
2012;AQQSQ.PK;negative
2004;ACGX.PK;negative
2001;PEGX.PK;negative
2002;PEGX.PK;negative
2003;PEGX.PK;negative
2004;PEGX.PK;negative
2004;MLMN.PK;negative
2003;MCRAA.PK;negative
2004;MCRAA.PK;negative
2003;RKTE.PK;negative
2004;RKTE.PK;negative
2001;PEGX.PK;negative
2002;PEGX.PK;negative
2003;PEGX.PK;negative
1999;ICTPU.PK;negative
2000;ICTPU.PK;negative
2001;ICTPU.PK;negative
2002;ICTPU.PK;negative
2002;TFRY.PK;negative
2003;TFRY.PK;negative
2004;TFRY.PK;negative
2003;ABVG.PK;negative
2003;ROWC.PK;negative
2004;ROWC.PK;negative
2004;AAWC.PK;negative
2003;BPMI.PK;negative
2004;BPMI.PK;negative
2012;ENGT.PK;negative
2000;GAEX.PK;negative
2001;GAEX.PK;negative
2002;RIGH.PK;negative
2003;RIGH.PK;negative
2004;BXLC.PK;negative
2001;ASPT.PK;negative
2002;PECN.PK;negative
2013;UMAX.PK;negative
2004;ICOA.PK;negative
2001;SETO.PK;negative
2001;GRRP.PK;negative
2002;GRRP.PK;negative
2001;DGIX.PK;negative
2000;MBAY.PK;negative
2001;MBAY.PK;negative
1999;FFPM.PK;negative
2000;FFPM.PK;negative
2001;FFPM.PK;negative
2005;AVNE.PK;negative
2006;AVNE.PK;negative
2000;IVCO.PK;negative
1999;PEGX.PK;negative
2000;PEGX.PK;negative
2003;CWIR.PK;negative
2003;ZNNC.PK;negative
2004;ZNNC.PK;negative
2002;MCHA.PK;negative
2003;MCHA.PK;negative
2002;RDVA.PK;negative
2003;RDVA.PK;negative
1997;BTCA.PK;negative
1998;BTCA.PK;negative
1999;BTCA.PK;negative
2000;BTCA.PK;negative
2001;SRTI.PK;negative
2002;SRTI.PK;negative
2003;SRTI.PK;negative
2004;SRTI.PK;negative
2005;SRTI.PK;negative
2001;WEBC.PK;negative
2002;WEBC.PK;negative
2003;WEBC.PK;negative
2001;CRAN.PK;negative
2002;CRAN.PK;negative
2003;CRAN.PK;negative
2000;CHSCP.O;negative
2001;CHSCP.O;negative
2002;CHSCP.O;negative
2002;CITY.PK;negative
2003;DGIX.PK;negative
2004;DGIX.PK;negative
2005;DGIX.PK;negative
2004;COCM.PK;negative
2002;FRMO.PK;negative
2000;CLRN.PK;negative
2003;AVVH.PK;negative
2004;AVVH.PK;negative
1993;MHGI.PK;negative
1994;MHGI.PK;negative
1995;MHGI.PK;negative
1996;MHGI.PK;negative
1997;MHGI.PK;negative
1998;MHGI.PK;negative
1999;MHGI.PK;negative
2000;MHGI.PK;negative
2004;ABVG.PK;negative
2004;EFIR.PK;negative
2005;AXMP.PK;negative
2004;DLAD.PK;negative
2005;DLAD.PK;negative
2001;IGDC.PK;negative
2002;IGDC.PK;negative
2003;IGDC.PK;negative
2004;IGDC.PK;negative
2004;ERGN.PK;negative
2005;ERGN.PK;negative
2002;EWKS.PK;negative
2003;EWKS.PK;negative
2004;EWKS.PK;negative
2003;WNMLA.PK;negative
2000;PFNO.PK;negative
2001;PFNO.PK;negative
2002;PFNO.PK;negative
2004;TURA.PK;negative
2005;ECRO.PK;negative
2003;FAME.PK;negative
2004;FAME.PK;negative
2004;AHAG.PK;negative
2002;PACC.PK;negative
1999;CHSCP.O;negative
2000;CHSCP.O;negative
2001;CHSCP.O;negative
2002;CHSCP.O;negative
2003;CHSCP.O;negative
2002;REXLQ.PK;negative
2002;DYNE.PK;negative
2004;WEBC.PK;negative
1998;QALB.PK;negative
1999;QALB.PK;negative
2000;QALB.PK;negative
2001;QALB.PK;negative
2002;QALB.PK;negative
2003;QALB.PK;negative
2003;EWKS.PK;negative
2004;EWKS.PK;negative
2001;DEMO.PK;negative
2003;CWIR.PK;negative
2001;SETO.PK;negative
2002;SETO.PK;negative
2001;ICOA.PK;negative
2002;ICOA.PK;negative
2001;MHGI.PK;negative
2002;MHGI.PK;negative
2003;MHGI.PK;negative
2002;LSAL.PK;negative
2005;OPGX.PK;negative
2004;COWI.PK;negative
2004;OPGX.PK;negative
2001;FTEG.PK;negative
2002;PEGX.PK;negative
2003;PEGX.PK;negative
1999;AENG.PK;negative
2000;AENG.PK;negative
1999;WDSL.PK;negative
2000;WDSL.PK;negative
1999;RHWI.PK;negative
2000;RHWI.PK;negative
2001;PJET.PK;negative
2000;HUMT.PK;negative
2001;HUMT.PK;negative
2001;ADTR.PK;negative
1999;BAFI.PK;negative
2000;BAFI.PK;negative
2002;DLAD.PK;negative
2001;MNSF.PK;negative
2001;BGII.PK;negative
2004;ORNHQ.PK;negative
2003;CONC.PK;negative
2001;RDWD.PK;negative
2002;RDWD.PK;negative
2000;TINO.PK;negative
2001;TINO.PK;negative
2002;EATR.PK;negative
2002;MDIN.PK;negative
2002;MCHA.PK;negative
2002;ADBN.PK;negative
2003;HZHI.PK;negative
2004;HZHI.PK;negative
2004;SPOI.PK;negative
2003;CBRJ.PK;negative
2005;ORNHQ.PK;negative
2005;FERN.PK;negative
2004;SKGO.PK;negative
2003;IMMB.PK;negative
2004;IMMB.PK;negative
2001;IVCO.PK;negative
2001;IVCO.PK;negative
2002;IVCO.PK;negative
2003;AXMP.PK;negative
2003;HRNF.PK;negative
2003;CSBI.PK;negative
2005;DEQI.PK;negative
1999;PSDI.PK;negative
2000;PSDI.PK;negative
2005;MDIN.PK;negative
1999;IGDC.PK;negative
2000;IGDC.PK;negative
2003;RHWI.PK;negative
2004;RHWI.PK;negative
2003;MRPT.PK;negative
2004;MRPT.PK;negative
2000;PBHG.PK;negative
2011;TBEV.PK;negative
2012;TBEV.PK;negative
2013;TBEV.PK;negative
2004;ZNNC.PK;negative
2004;DLAD.PK;negative
2005;IHGP.PK;negative
2006;IHGP.PK;negative
2002;ACGX.PK;negative
2003;RKTE.PK;negative
2004;HRNF.PK;negative
2005;HRNF.PK;negative
2004;BNYN.PK;negative
2004;SPOI.PK;negative
2005;SPOI.PK;negative
2006;SPOI.PK;negative
2004;WDACQ.PK;negative
1999;EWKS.PK;negative
2000;EWKS.PK;negative
2003;CWIR.PK;negative
2004;RDWD.PK;negative
2003;ZNNC.PK;negative
2004;ICOA.PK;negative
2000;FRTN.PK;negative
2001;FRTN.PK;negative
1998;HTSF.PK;negative
1999;HTSF.PK;negative
2000;HTSF.PK;negative
2003;ERGN.PK;negative
2004;ERGN.PK;negative
2005;QOIL.PK;negative
2006;QOIL.PK;negative
2003;SETO.PK;negative
2002;PBHG.PK;negative
2003;PBHG.PK;negative
2004;PBHG.PK;negative
2005;PBHG.PK;negative
2004;MHGI.PK;negative
2005;ABVG.PK;negative
2005;IHGP.PK;negative
2003;AAWC.PK;negative
2004;AAWC.PK;negative
2005;AAWC.PK;negative
2006;AAWC.PK;negative
2001;TFRY.PK;negative
2001;SORT.PK;negative
2002;SORT.PK;negative
2004;AVVH.PK;negative
2005;AVVH.PK;negative
2000;LICT.PK;negative
2002;SETO.PK;negative
2012;RMRK.PK;negative
2013;RMRK.PK;negative
2005;MHGI.PK;negative
2000;VMTG.PK;negative
2001;WDSL.PK;negative
1999;EWKS.PK;negative
2000;EWKS.PK;negative
2001;EWKS.PK;negative
2000;DGIX.PK;negative
2000;USLQ.PK;negative
2001;USLQ.PK;negative
2002;USLQ.PK;negative
1999;MPHD.PK;negative
2000;MPHD.PK;negative
2000;WEBB.PK;negative
2001;WEBB.PK;negative
1997;TFRY.PK;negative
1998;TFRY.PK;negative
1999;TFRY.PK;negative
1998;BANI.PK;negative
1999;UMLS.PK;negative
2004;PFNO.PK;negative
2005;PFNO.PK;negative
2005;MHGI.PK;negative
2006;NEOM.PK;negative
1999;IVCO.PK;negative
1999;LYLP.PK;negative
2000;LYLP.PK;negative
1996;ONSE.PK;negative
1997;ONSE.PK;negative
1998;ONSE.PK;negative
1999;ONSE.PK;negative
1998;BRRE.PK;negative
1999;BRRE.PK;negative
1998;MGMA.PK;negative
1999;MGMA.PK;negative
1998;FLXI.PK;negative
1999;FLXI.PK;negative
1997;ISOL.PK;negative
1998;ISOL.PK;negative
1998;MDAW.PK;negative
1998;AHAG.PK;negative
1999;AHAG.PK;negative
2004;BXLC.PK;negative
1999;FLNA.PK;negative
2006;ATNP.PK;negative
2007;ATNP.PK;negative
2007;EFIR.PK;negative
2003;SRTI.PK;negative
2004;SRTI.PK;negative
2005;MDGC.PK;negative
2005;DGRI.PK;negative
2006;DGRI.PK;negative
2004;SAPX.PK;negative
2005;SAPX.PK;negative
2006;SAPX.PK;negative
2006;KLYG.PK;negative
2006;ACGX.PK;negative
2005;EFIR.PK;negative
2006;EFIR.PK;negative
2007;EFIR.PK;negative
2006;MHYS.PK;negative
2007;MHYS.PK;negative
2005;TVC;negative
2006;TVC;negative
2007;TVC;negative
2008;TVC;negative
2008;KPOC.PK;negative
2007;ATNP.PK;negative
2007;LBWR.PK;negative
2007;EHSK.PK;negative
2008;EHSK.PK;negative
2008;CAFS.PK;negative
2008;AEPT.PK;negative
2006;CHNC.PK;negative
2007;CHNC.PK;negative
2008;CHNC.PK;negative
2008;LBOA.PK;negative
2007;MSEZ.PK;negative
2006;EXLA.PK;negative
2007;EXLA.PK;negative
2008;EXLA.PK;negative
2008;LBWR.PK;negative
2008;HEVI.PK;negative
2010;ASAB.PK;negative
2006;TCEL.PK;negative
2009;PGVI.PK;negative
2008;LBOA.PK;negative
2009;LBOA.PK;negative
2008;SGTH.PK;negative
2009;SNVP.PK;negative
2007;XTRM.PK;negative
2008;XTRM.PK;negative
2007;TALK.PK;negative
2008;TALK.PK;negative
2009;TALK.PK;negative
2009;NERG.PK;negative
2007;SNVP.PK;negative
2008;SNVP.PK;negative
2009;INOH.PK;negative
2006;BONU.PK;negative
2007;BONU.PK;negative
2008;BONU.PK;negative
2009;BONU.PK;negative
2010;KSIH.PK;negative
2009;BRRE.PK;negative
2008;EFIR.PK;negative
2009;EFIR.PK;negative
2009;SGTH.PK;negative
2010;SGTH.PK;negative
2008;LBOA.PK;negative
2009;LBOA.PK;negative
2010;MLMN.PK;negative
2013;NEOM.PK;negative
2014;NEOM.PK;negative
2010;TSNI.PK;negative
2009;PGVI.PK;negative
2010;PTSH.PK;negative
2009;AFRS.PK;negative
2009;DIGI.PK;negative
2008;AFRS.PK;negative
2009;AFRS.PK;negative
2010;DNAX.PK;negative
2009;SDSS.PK;negative
2010;SDSS.PK;negative
2009;ROTH.PK;negative
2010;ROTH.PK;negative
2009;DIGI.PK;negative
2010;DIGI.PK;negative
2009;MMPWQ.PK;negative
2010;MMPWQ.PK;negative
2008;HSEN.PK;negative
2008;VTMB.PK;negative
2010;LTCP.PK;negative
2010;DRWN.PK;negative
2009;SDSS.PK;negative
2010;SDSS.PK;negative
2008;AXLX.PK;negative
2009;AXLX.PK;negative
2008;DGRI.PK;negative
2009;DGRI.PK;negative
2010;CHSCP.O;negative
2011;CHSCP.O;negative
2009;XTRM.PK;negative
2010;XTRM.PK;negative
2011;IFLM.PK;negative
2010;AXLX.PK;negative
2011;AXLX.PK;negative
2011;PTTN.PK;negative
2012;PTTN.PK;negative
2009;XTRM.PK;negative
2010;XTRM.PK;negative
2010;HAWLI.PK;negative
2009;AILLP.PK;negative
2010;AILLP.PK;negative
2011;AILLP.PK;negative
2011;GLDG.PK;negative
2009;SNEY.PK;negative
2010;SDSS.PK;negative
2010;IFLM.PK;negative
2011;IFLM.PK;negative
2009;SNEY.PK;negative
2010;SNEY.PK;negative
2011;SNEY.PK;negative
1998;UMLS.PK;negative
2010;HAWLI.PK;negative
2011;HAWLI.PK;negative
2012;MMPWQ.PK;negative
2011;IGRW.PK;negative
2012;IGRW.PK;negative
2010;PWDY.PK;negative
2011;OCEL.PK;negative
2012;OCEL.PK;negative
2010;SNVP.PK;negative
2011;SNVP.PK;negative
2012;AILLP.PK;negative
2006;AEPT.PK;negative
2008;BRRE.PK;negative
2009;BRRE.PK;negative
2010;BRRE.PK;negative
2011;BRRE.PK;negative
2012;BRRE.PK;negative
2008;SGTH.PK;negative
2009;SGTH.PK;negative
2010;SGTH.PK;negative
2011;SGTH.PK;negative
2012;EHSK.PK;negative
2009;KWIT.PK;negative
2010;KWIT.PK;negative
2011;KWIT.PK;negative
2009;BCYP.PK;negative
2010;BCYP.PK;negative
2011;BCYP.PK;negative
2012;BCYP.PK;negative
2013;BCYP.PK;negative
2010;AAGC.PK;negative
2011;AAGC.PK;negative
2011;ECOB.PK;negative
2012;ECOB.PK;negative
2012;NEOM.PK;negative
2012;NTLK.PK;negative
2012;FRCN.PK;negative
2010;EEDG.PK;negative
2011;EEDG.PK;negative
2012;EEDG.PK;negative
2008;SGTH.PK;negative
2005;XCPL.PK;negative
2012;REDG.PK;negative
2013;REDG.PK;negative
2012;MPRWL.PK;negative
2011;ECOB.PK;negative
2012;ECOB.PK;negative
2013;NEOM.PK;negative
2012;CHSCP.O;negative
2013;CHSCP.O;negative
2011;HEVI.PK;negative
2012;HEVI.PK;negative
2013;HEVI.PK;negative
2010;SAPX.PK;negative
2011;SAPX.PK;negative
2012;SAPX.PK;negative
2012;TBEV.PK;negative
2013;TBEV.PK;negative
2004;PTTN.PK;negative
2005;PTTN.PK;negative
2006;PTTN.PK;negative
2007;PTTN.PK;negative
2008;PTTN.PK;negative
2009;PTTN.PK;negative
2010;PTTN.PK;negative
2011;PTTN.PK;negative
2012;PTTN.PK;negative
2013;PTTN.PK;negative
2009;WWIO.PK;negative
2010;WWIO.PK;negative
2011;WWIO.PK;negative
2012;WWIO.PK;negative
1998;BANI.PK;negative
1996;SORT.PK;negative
1997;SORT.PK;negative
1998;SORT.PK;negative
2013;SPCL.PK;negative
2013;CBCA.PK;negative
2013;SPCL.PK;negative
2013;BIOAQ.PK;negative
2008;BONU.PK;negative
2009;BONU.PK;negative
1996;FRXX.PK;negative
1997;FRXX.PK;negative
1998;FRXX.PK;negative
1996;OMRX.PK;negative
1997;OMRX.PK;negative
1992;GAEX.PK;negative
1993;GAEX.PK;negative
1994;GAEX.PK;negative
1995;GAEX.PK;negative
1996;GAEX.PK;negative
1997;GAEX.PK;negative
1998;GAEX.PK;negative
2013;WSTI.PK;negative
2013;SMRS.PK;negative
2013;CSTU.PK;negative
2011;MTVX.PK;negative
2012;MTVX.PK;negative
2013;NEOM.PK;negative
2012;RGFR.PK;negative
2013;HAWLI.PK;negative
2011;RMRK.PK;negative
2012;RMRK.PK;negative
2013;RMRK.PK;negative
2011;HPTG.PK;negative
2012;HPTG.PK;negative
2013;SMRS.PK;negative
2013;TIHC.PK;negative
2010;PTTN.PK;negative
2011;PTTN.PK;negative
2012;PTTN.PK;negative
2013;PTTN.PK;negative
2014;PTTN.PK;negative
2012;DMDW.PK;negative
2013;DMDW.PK;negative
2012;ACARQ.PK;negative
2013;ACARQ.PK;negative
2014;ACARQ.PK;negative
2013;EPGC.PK;negative
2011;TAPP.PK;negative
2012;TAPP.PK;negative
2012;GJST.PK;negative
2013;GJST.PK;negative
2013;JALA.PK;negative
2014;WSTI.PK;negative
2014;APPG.PK;negative
2015;HTBC.PK;negative
2014;RGFR.PK;negative
2013;COWI.PK;negative
2012;HAWLI.PK;negative
2013;HAWLI.PK;negative
2014;HAWLI.PK;negative
2015;HAWLI.PK;negative
2011;BIOAQ.PK;negative
2012;BIOAQ.PK;negative
2013;BIOAQ.PK;negative
2014;BIOAQ.PK;negative
2015;BIOAQ.PK;negative
1999;BOTX.PK;negative
2000;BOTX.PK;negative
2001;BOTX.PK;negative
2013;EPSC.PK;negative
2014;EPSC.PK;negative
2015;EPSC.PK;negative
2015;APPG.PK;negative
2014;SFLL.PK;negative
2014;AEXE.PK;negative
2015;AEXE.PK;negative
2015;MMPWQ.PK;negative
2012;CHSCP.O;negative
2013;CHSCP.O;negative
2014;CHSCP.O;negative
2015;CHSCP.O;negative
2016;CHSCP.O;negative
2017;CHSCP.O;negative
2013;TALK.PK;negative
2014;TALK.PK;negative
2015;RGWDS.PK;negative
2013;AEXE.PK;negative
2014;AEXE.PK;negative
2015;AEXE.PK;negative
2014;MLLS.PK;negative
2015;MLLS.PK;negative
2016;MLLS.PK;negative
2015;LRGR.PK;negative
2014;JOEY.PK;negative
2015;JOEY.PK;negative
2015;TALK.PK;negative
2014;COWI.PK;negative
2015;JOEY.PK;negative
2016;JOEY.PK;negative
2015;SFLL.PK;negative
2015;BMXC.PK;negative
2014;BMXC.PK;negative
2015;BMXC.PK;negative
2016;BMXC.PK;negative
2016;AFGG.PK;negative
2017;AFGG.PK;negative
2014;HUD;negative
2017;SWEE.PK;negative
2016;SFLL.PK;negative
2015;CSTU.PK;negative
2016;AFGR.PK;negative
2014;RGFR.PK;negative
2015;ATAO.PK;negative
2016;ATAO.PK;negative
2013;CHSCP.O;negative
2014;CHSCP.O;negative
2015;CHSCP.O;negative
2016;CHSCP.O;negative
2017;CHSCP.O;negative
2018;CHSCP.O;negative
2017;GEGP.PK;negative
2015;ECOB.PK;negative
2016;ECOB.PK;negative
2017;AFGR.PK;negative
2002;IREP.PK;negative
2003;IREP.PK;negative
2004;IREP.PK;negative
2003;GBMS.PK;negative
2004;GBMS.PK;negative
2000;CTAA.K;negative
2001;CTAA.K;negative
2002;CTAA.K;negative
2004;IFUS.PK;negative
2005;IFUS.PK;negative
2006;IFUS.PK;negative
2007;IFUS.PK;negative
2000;STAX.PA;negative
2001;STAX.PA;negative
2002;STAX.PA;negative
2004;ADIA.PK;negative
2001;CRKT.PK;negative
2002;CRKT.PK;negative
2002;EMHI.PK;negative
1998;MTRT.PK;negative
1999;MTRT.PK;negative
2000;MTRT.PK;negative
2004;MDBS.PK;negative
2005;MDBS.PK;negative
2005;ABLE.PK;negative
1999;NXPC.PK;negative
2000;NXPC.PK;negative
2001;FFMH.PK;negative
2003;CRKT.PK;negative
2003;SLLN.PK;negative
2006;CNHA.PK;negative
1999;GBMS.PK;negative
2001;BCND.PK;negative
2001;VRED.PK;negative
2004;LNGT.PK;negative
2001;SVJJ.PK;negative
2002;SVJJ.PK;negative
1998;HAZH.PK;negative
1999;HAZH.PK;negative
2004;SYUP.PK;negative
1997;OTMN.PK;negative
1998;OTMN.PK;negative
1999;OTMN.PK;negative
2002;FVRD.PK;negative
2001;CRKT.PK;negative
2002;CRKT.PK;negative
2001;ABLE.PK;negative
2002;ABLE.PK;negative
2003;ABLE.PK;negative
2004;ABLE.PK;negative
2005;ABLE.PK;negative
2001;IBWC.PK;negative
1999;SCTN.PK;negative
2000;GMZP.PK;negative
2004;IGRU.PK;negative
2005;IGRU.PK;negative
2006;IGRU.PK;negative
2005;MLTO.PK;negative
2006;MLTO.PK;negative
2005;MLTO.PK;negative
2006;MLTO.PK;negative
2004;FFMH.PK;negative
2005;FFMH.PK;negative
1998;IFSC.PK;negative
1999;IFSC.PK;negative
2000;IFSC.PK;negative
1999;IFXC.PK;negative
2000;IFXC.PK;negative
1997;NEVE.PK;negative
1998;NEVE.PK;negative
1998;ITDD.PK;negative
1999;ITDD.PK;negative
2005;IGRU.PK;negative
2006;IGRU.PK;negative
2007;IGRU.PK;negative
2006;ABLE.PK;negative
2005;ABLE.PK;negative
2006;ABLE.PK;negative
2006;CFTN.PK;negative
2005;ABLE.PK;negative
2006;ABLE.PK;negative
2006;OGNT.PK;negative
2007;XTRM.O;negative
2008;XTRM.O;negative
2009;XTRM.O;negative
2009;MZTAQ.PK;negative
2009;IYQT.PK;negative
2010;IYQT.PK;negative
2011;IYQT.PK;negative
2012;IYQT.PK;negative
2011;KNBA.PK;negative
2012;ACNV.PK;negative
2009;FFMH.PK;negative
2010;FFMH.PK;negative
2011;FFMH.PK;negative
2006;IFUS.PK;negative
2007;IFUS.PK;negative
2007;SPT;negative
2011;ARMT.PK;negative
2012;ARMT.PK;negative
2012;CTAA.K;negative
2012;CTAA.K;negative
2012;CZID.PK;negative
2013;CZID.PK;negative
2013;DGLT.PK;negative
2011;ALSD.PK;negative
2012;ALSD.PK;negative
2012;FFMH.PK;negative
2013;FFMH.PK;negative
2013;TRDP.PK;negative
2013;ACNV.PK;negative
2014;ACNV.PK;negative
2014;TRDP.PK;negative
2015;ACNV.PK;negative
2016;DGLT.PK;negative
2017;DGLT.PK;negative
2015;ARMT.PK;negative
2016;ARMT.PK;negative
2017;MRMR.O;negative
2001;MER_pk;positive
2002;MER_pk;positive
2003;MER_pk;positive
2004;MER_pk;positive
2005;MER_pk;positive
2014;MER_pk;positive
2015;MER_pk;positive
2014;NKE;positive
2001;AMT;positive
2002;AMT;positive
2003;AMT;positive
2004;AMT;positive
2005;AMT;positive
2006;AMT;positive
2009;AXP;positive
2011;MMM;positive
2012;MMM;positive
2013;MMM;positive
2018;BKNG.O;positive
1998;SYK;positive
1999;SYK;positive
2010;MDLZ.O;positive
2011;MDLZ.O;positive
2012;MDLZ.O;positive
2013;MDLZ.O;positive
2012;MO;positive
2001;CME.O;positive
2002;CME.O;positive
2001;GE;positive
2002;GE;positive
2003;GE;positive
2004;GE;positive
2015;GE;positive
2016;GE;positive
2017;GE;positive
2012;TJX;positive
2013;TJX;positive
2014;TJX;positive
2002;CELG.O;positive
2003;CELG.O;positive
2015;COP;positive
2010;CSX.O;positive
2011;CSX.O;positive
2012;CSX.O;positive
2013;CSX.O;positive
2006;AMAT.O;positive
2007;AMAT.O;positive
2012;FOXA.O;positive
2013;FOXA.O;positive
2014;FOXA.O;positive
1995;WM;positive
1996;WM;positive
1997;WM;positive
1995;KMB;positive
1996;KMB;positive
1997;KMB;positive
1998;KMB;positive
1999;KMB;positive
2015;SPG;positive
2017;PGR;positive
2001;BAX;positive
2002;BAX;positive
2003;BAX;positive
2004;BAX;positive
2013;MET;positive
2014;MET;positive
2015;MET;positive
2016;MET;positive
2017;MET;positive
2005;DG;positive
2006;DG;positive
2006;SYY;positive
2018;ATVI.O;positive
2018;MAR.O;positive
2015;BBT;positive
2016;BBT;positive
2013;WELL.K;positive
2014;WELL.K;positive
2015;WELL.K;positive
2001;F;positive
2002;F;positive
2003;F;positive
2004;F;positive
2005;F;positive
2006;F;positive
1999;NEM;positive
2000;NEM;positive
2001;NEM;positive
2002;NEM;positive
2004;STI;positive
1994;STI;positive
1995;STI;positive
1996;STI;positive
1997;STI;positive
1998;STI;positive
1995;MSI;positive
1996;MSI;positive
2009;LUV;positive
1996;ES;positive
1997;ES;positive
2012;ZBH;positive
2013;ZBH;positive
2014;ZBH;positive
2015;ZBH;positive
2004;TSN;positive
2005;TSN;positive
2000;S;positive
2017;DTE;positive
2003;A;positive
2004;A;positive
2011;A;positive
2012;A;positive
2013;A;positive
2014;A;positive
2015;A;positive
2011;BLL;positive
2012;BLL;positive
2013;BLL;positive
2014;BLL;positive
2007;HSY;positive
2008;HSY;positive
2009;HSY;positive
2010;HSY;positive
2011;HSY;positive
2015;K;positive
2012;GLW;positive
2013;GLW;positive
2015;GLW;positive
2002;KR;positive
2003;KR;positive
2004;KR;positive
2005;KR;positive
2011;PXD;positive
2009;PXD;positive
2008;VMC;positive
2009;VMC;positive
1998;CDNS.O;positive
2001;MSCI.K;positive
2002;MSCI.K;positive
2003;MSCI.K;positive
2004;MSCI.K;positive
2005;MSCI.K;positive
2006;MSCI.K;positive
2012;ANET.K;positive
2013;ANET.K;positive
2014;ANET.K;positive
2003;LEN;positive
2004;LEN;positive
2005;LEN;positive
2016;LH;positive
2017;LH;positive
2018;LH;positive
2014;AJG;positive
2003;FDC;positive
2004;FDC;positive
2005;FDC;positive
2006;FDC;positive
2010;CQP;positive
2011;CQP;positive
2004;IP;positive
2004;WPC;positive
2015;WPC;positive
2013;CAG;positive
2014;CAG;positive
2011;SUI;positive
2011;ODFL.O;positive
2012;ODFL.O;positive
2013;ODFL.O;positive
2003;CNA;positive
2004;CNA;positive
2005;CNA;positive
2011;CTL;positive
2012;CTL;positive
2013;CTL;positive
2017;LDOS.K;positive
2016;IFF;positive
2015;IFF;positive
2016;IFF;positive
2017;IFF;positive
2003;VNO;positive
2004;VNO;positive
2005;VNO;positive
2003;WYNN.O;positive
2004;WYNN.O;positive
2005;WYNN.O;positive
2015;WYNN.O;positive
2013;MAS;positive
2013;REG;positive
2005;TAP;positive
2005;AES;positive
2006;AES;positive
2007;AES;positive
2010;AES;positive
2018;EQH;positive
2002;SIVB.O;positive
2003;SIVB.O;positive
2004;SIVB.O;positive
2005;SIVB.O;positive
2007;RGA;positive
2003;WU;positive
2004;WU;positive
2005;WU;positive
2001;EMN;positive
2015;AVY;positive
2009;PODD.O;positive
2010;PODD.O;positive
2011;PODD.O;positive
2012;PODD.O;positive
2010;GWRE.K;positive
2011;GWRE.K;positive
2015;TRGP.K;positive
2003;OHI;positive
2004;OHI;positive
2005;OHI;positive
2002;URI;positive
2003;URI;positive
2000;CMS_pb;positive
2001;CMS_pb;positive
2005;LII;positive
2015;APA;positive
2011;SC;positive
2012;SC;positive
2013;SC;positive
2014;SC;positive
2015;SC;positive
2017;SC;positive
2018;SC;positive
2015;CY.O;positive
2016;CY.O;positive
2017;CY.O;positive
2014;KSS;positive
2004;SCI;positive
2000;SCI;positive
2001;SCI;positive
2002;SCI;positive
2003;SCI;positive
2009;SCI;positive
2012;SCI;positive
2013;SCI;positive
2012;UGI;positive
2013;UGI;positive
2003;CACC.O;positive
2004;CACC.O;positive
2000;CACC.O;positive
2001;CACC.O;positive
2002;CACC.O;positive
2003;CACC.O;positive
2004;CACC.O;positive
2005;IONS.O;positive
2008;BIO;positive
2009;BIO;positive
2010;BIO;positive
2011;BIO;positive
2012;BIO;positive
2013;BIO;positive
2003;AZPN.O;positive
2004;AZPN.O;positive
2005;AZPN.O;positive
2006;AZPN.O;positive
2007;AZPN.O;positive
2014;XRX;positive
2017;BG;positive
2010;ON.O;positive
2011;ON.O;positive
2012;ON.O;positive
2013;ON.O;positive
2014;ON.O;positive
1999;ALK;positive
2000;ALK;positive
2001;ALK;positive
2002;ALK;positive
2000;DISH.O;positive
2001;DISH.O;positive
2002;DISH.O;positive
2012;LPT;positive
2013;LPT;positive
2014;LPT;positive
2015;LPT;positive
2016;LPT;positive
2006;OLED.O;positive
2007;OLED.O;positive
2008;OLED.O;positive
2012;POST.K;positive
2016;TECH.O;positive
2017;TECH.O;positive
2013;VOYA.K;positive
2014;VOYA.K;positive
2015;VOYA.K;positive
2011;VOYA.K;positive
2012;VOYA.K;positive
2013;VOYA.K;positive
2014;VOYA.K;positive
2015;VOYA.K;positive
2013;CABO.K;positive
2014;CABO.K;positive
2015;CABO.K;positive
2016;CABO.K;positive
2017;CABO.K;positive
2011;APO;positive
2012;APO;positive
2013;APO;positive
2014;APO;positive
2015;BWA;positive
2016;BWA;positive
2017;BWA;positive
2002;ALB;positive
2009;ORI;positive
2013;AXTA.K;positive
2014;AXTA.K;positive
2009;CTLT.K;positive
2010;CTLT.K;positive
2011;CTLT.K;positive
2012;CTLT.K;positive
2013;CTLT.K;positive
2003;HRC;positive
2004;HRC;positive
2005;HRC;positive
2001;MIDD.O;positive
2002;MIDD.O;positive
2016;ETSY.O;positive
2017;ETSY.O;positive
2010;FAF;positive
2011;FAF;positive
2003;MPWR.O;positive
2004;MPWR.O;positive
2005;MPWR.O;positive
2006;MPWR.O;positive
2007;MPWR.O;positive
2006;HXL;positive
2007;HXL;positive
2008;HXL;positive
2009;HXL;positive
2007;GLIBA.O;positive
2008;ENTG.O;positive
2001;MTLQU.PK;positive
2002;MTLQU.PK;positive
2003;MTLQU.PK;positive
2004;MTLQU.PK;positive
